Hospital overall rating,Mortality national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Median Time Spent in Emergency Department Before Leaving,Median Time Spent in Emergency Department After Doctor Decides to Admit as Inpatient,Median Household Income,% of 25+ with High School Degree or Higher,% of 25+ with Bachelor Degree or Higher,Median Age,%65+,%White,%Black,%Hispanic/Latino
,,0.0,,,1.0,100.0,13.0,54211.0,94.4,33.3,29.9,14.7,88.6,8.4,7.1
4.0,0.0,-1.0,1.0,0.0,1.0,84.0,43.0,44837.0,83.6,12.1,39.7,16.8,94.1,4.9,1.9
5.0,0.0,1.0,1.0,0.0,-1.0,195.0,212.0,73985.0,83.7,26.8,37.8,15.2,73.4,4.3,32.0
4.0,0.0,1.0,0.0,0.0,-1.0,182.0,114.0,58448.0,80.2,21.8,37.7,16.8,94.9,2.6,5.8
5.0,1.0,1.0,0.0,0.0,-1.0,224.0,121.0,41640.0,82.0,20.6,34.9,18.1,71.7,13.6,42.8
3.0,0.0,-1.0,-1.0,0.0,0.0,138.0,143.0,46283.0,82.3,25.5,42.4,22.4,54.0,42.6,12.0
5.0,0.0,1.0,1.0,0.0,0.0,129.0,68.0,101520.0,97.6,63.7,41.6,20.7,90.9,3.7,15.1
,,,,0.0,1.0,99.0,60.0,43984.0,91.1,21.2,37.6,20.8,96.0,1.3,3.2
4.0,0.0,1.0,1.0,0.0,0.0,104.0,73.0,34362.0,74.5,10.8,44.7,19.6,88.8,10.3,1.3
2.0,-1.0,-1.0,-1.0,1.0,0.0,159.0,111.0,43059.0,86.4,15.8,60.4,42.6,94.6,3.0,8.7
,,,,,,94.0,,49107.0,90.0,19.0,41.8,20.7,98.6,0.5,8.7
5.0,1.0,1.0,1.0,0.0,0.0,178.0,82.0,106261.0,97.9,65.1,49.2,26.7,84.2,4.9,2.9
3.0,,0.0,,0.0,1.0,92.0,2.0,57050.0,90.6,26.3,39.5,21.5,97.8,0.0,1.5
3.0,0.0,-1.0,0.0,0.0,0.0,125.0,75.0,47175.0,91.3,31.1,31.2,14.7,72.2,23.7,7.7
3.0,0.0,-1.0,-1.0,0.0,0.0,167.0,104.0,34306.0,80.5,13.9,38.1,17.1,52.9,46.3,3.2
,,0.0,,,0.0,106.0,48.0,62717.0,88.3,44.1,41.8,19.2,95.2,0.2,21.6
2.0,-1.0,0.0,-1.0,-1.0,0.0,209.0,109.0,41146.0,90.8,42.1,31.0,8.6,82.3,7.0,11.6
,,,,,,,55.0,29571.0,68.9,5.3,27.7,8.4,3.5,0.3,2.4
4.0,1.0,-1.0,1.0,1.0,-1.0,164.0,95.0,67009.0,96.2,55.7,38.1,11.3,88.7,4.7,15.6
2.0,,-1.0,,,1.0,80.0,40.0,43851.0,80.3,14.1,39.0,17.1,79.5,3.9,21.4
,,,,,,94.0,,58000.0,90.2,22.7,30.5,10.3,93.2,0.0,14.7
5.0,0.0,1.0,1.0,0.0,0.0,162.0,113.0,108718.0,97.1,66.8,43.9,16.1,73.9,8.4,6.5
3.0,0.0,-1.0,0.0,-1.0,,,43.0,31042.0,83.5,9.4,33.0,12.5,4.2,2.2,1.3
,,,,,,112.0,,45417.0,90.5,18.8,43.4,23.3,96.2,2.0,4.9
4.0,0.0,-1.0,0.0,0.0,0.0,126.0,84.0,63679.0,90.5,25.7,36.8,13.8,94.6,2.7,1.8
,,,1.0,,0.0,170.0,90.0,95161.0,95.1,81.3,33.1,11.8,82.0,5.1,11.8
3.0,,0.0,,0.0,1.0,114.0,55.0,49719.0,88.6,12.6,46.2,22.3,87.6,12.6,1.4
,,,1.0,,,90.0,,102425.0,96.5,60.6,37.2,12.2,82.0,5.6,33.1
4.0,0.0,-1.0,1.0,0.0,-1.0,194.0,154.0,56497.0,85.9,39.5,37.4,19.7,89.1,5.8,4.7
4.0,0.0,1.0,,0.0,1.0,82.0,52.0,52838.0,88.2,17.5,48.2,23.1,93.6,1.1,6.8
4.0,0.0,1.0,,0.0,1.0,136.0,25.0,49788.0,90.0,15.9,44.4,21.1,97.0,3.2,0.5
4.0,0.0,1.0,0.0,0.0,0.0,142.0,122.0,75466.0,90.0,22.7,32.8,9.2,96.3,1.9,15.4
4.0,-1.0,1.0,1.0,0.0,0.0,112.0,37.0,46569.0,93.9,22.6,43.3,20.8,97.6,3.0,4.1
4.0,0.0,0.0,1.0,0.0,1.0,106.0,79.0,43482.0,86.8,18.1,42.3,18.7,98.5,0.6,0.7
3.0,0.0,-1.0,0.0,0.0,0.0,159.0,70.0,55967.0,91.9,32.5,40.1,16.1,95.5,3.5,1.4
,,,,,,101.0,,64583.0,94.7,17.3,38.9,18.0,95.8,1.7,2.1
4.0,0.0,1.0,-1.0,0.0,-1.0,180.0,225.0,28739.0,77.0,27.2,36.4,13.4,68.1,4.3,62.9
4.0,0.0,0.0,1.0,0.0,0.0,154.0,77.0,41632.0,82.5,16.6,42.4,18.6,91.2,5.5,7.2
3.0,0.0,-1.0,-1.0,0.0,-1.0,170.0,132.0,36228.0,95.2,45.1,27.6,15.2,86.0,3.5,5.8
,,,,,,98.0,,61970.0,90.1,15.0,43.8,21.0,81.8,1.4,1.3
3.0,0.0,-1.0,0.0,0.0,0.0,124.0,76.0,44120.0,87.5,20.5,41.7,20.1,87.7,12.2,2.4
1.0,0.0,-1.0,-1.0,0.0,-1.0,164.0,248.0,34312.0,78.6,17.9,34.4,10.4,50.7,15.1,43.8
5.0,,1.0,1.0,,1.0,119.0,56.0,46333.0,85.0,19.2,42.5,20.5,97.6,1.1,0.8
1.0,0.0,-1.0,0.0,-1.0,-1.0,224.0,288.0,123576.0,88.3,57.2,37.1,10.2,60.7,5.0,33.8
4.0,0.0,0.0,1.0,0.0,0.0,193.0,83.0,116920.0,97.4,75.3,43.7,18.0,81.6,2.5,11.1
4.0,0.0,1.0,0.0,0.0,1.0,92.0,91.0,12800.0,78.7,26.6,25.6,4.3,25.6,71.2,3.8
4.0,0.0,-1.0,1.0,0.0,0.0,131.0,135.0,77559.0,95.0,43.4,39.0,15.9,96.3,1.8,2.8
4.0,0.0,0.0,1.0,0.0,1.0,101.0,38.0,62905.0,94.6,23.3,42.6,20.7,96.3,0.8,3.0
4.0,0.0,1.0,1.0,,,,,44453.0,92.1,18.9,52.4,26.5,99.3,0.7,0.0
3.0,0.0,1.0,-1.0,0.0,1.0,112.0,44.0,66390.0,86.5,14.6,29.6,9.4,86.6,1.1,9.5
2.0,0.0,-1.0,-1.0,0.0,-1.0,194.0,158.0,40483.0,89.3,42.9,34.0,20.5,65.6,27.5,6.6
4.0,0.0,0.0,0.0,0.0,-1.0,156.0,174.0,63695.0,91.4,34.7,39.3,19.3,81.7,10.3,22.7
2.0,0.0,-1.0,-1.0,0.0,-1.0,215.0,160.0,20991.0,77.8,8.9,34.0,13.5,2.8,95.2,3.7
3.0,1.0,1.0,-1.0,0.0,0.0,143.0,84.0,32068.0,82.0,20.6,35.7,15.9,31.2,67.8,3.1
4.0,0.0,0.0,,,1.0,71.0,37.0,38096.0,78.8,11.7,36.7,17.0,71.9,10.2,6.7
3.0,-1.0,1.0,1.0,0.0,0.0,159.0,101.0,66804.0,96.9,55.0,43.5,16.0,83.2,12.9,4.4
3.0,0.0,0.0,1.0,,,,,48519.0,88.9,25.4,61.0,42.4,91.9,0.5,11.9
3.0,0.0,1.0,0.0,0.0,-1.0,183.0,203.0,33657.0,80.1,16.2,37.7,16.2,45.0,41.8,2.9
2.0,0.0,-1.0,-1.0,0.0,1.0,138.0,60.0,28402.0,73.1,6.6,41.0,16.3,53.6,46.9,1.6
3.0,,0.0,,0.0,1.0,99.0,58.0,40716.0,78.4,10.7,44.9,22.7,65.9,33.5,0.6
,,0.0,,,1.0,123.0,33.0,50015.0,92.2,17.5,45.7,21.0,99.2,0.3,2.3
4.0,1.0,0.0,1.0,0.0,-1.0,218.0,327.0,,,,,,,,
3.0,0.0,0.0,,,0.0,126.0,31.0,29624.0,90.0,15.1,46.3,25.6,92.2,0.3,54.3
4.0,0.0,0.0,0.0,,1.0,124.0,0.0,54079.0,86.9,19.6,36.0,14.8,95.7,0.4,5.1
,,,,,0.0,86.0,,55483.0,91.5,28.0,38.8,15.5,61.1,39.1,1.1
4.0,0.0,-1.0,0.0,1.0,1.0,119.0,81.0,47262.0,89.2,28.1,51.1,29.5,90.8,8.4,8.5
4.0,0.0,1.0,,-1.0,0.0,108.0,64.0,35000.0,87.5,17.3,38.6,21.8,89.4,3.8,25.3
,,,,,,,,37713.0,77.7,17.7,38.9,21.2,91.8,2.8,48.5
3.0,0.0,-1.0,,,1.0,120.0,62.0,38934.0,85.7,13.5,46.1,23.8,98.1,0.9,2.7
,,,,,1.0,95.0,45.0,44325.0,83.1,13.9,38.6,15.8,88.5,10.0,7.0
4.0,0.0,1.0,0.0,,,,,78997.0,92.6,23.7,33.3,11.8,94.0,3.2,5.5
,,,,0.0,,,,94048.0,98.3,78.1,39.1,17.5,87.8,2.0,10.4
5.0,0.0,1.0,1.0,0.0,0.0,118.0,106.0,78239.0,91.0,53.7,42.5,19.5,84.4,9.4,5.8
3.0,,0.0,,,1.0,108.0,20.0,38904.0,85.9,13.0,35.1,12.0,85.9,4.6,21.6
4.0,0.0,1.0,0.0,0.0,0.0,145.0,92.0,43511.0,82.4,14.1,39.7,17.5,98.3,0.9,3.0
2.0,0.0,-1.0,-1.0,0.0,0.0,155.0,112.0,32461.0,66.8,11.9,46.2,22.3,95.8,2.9,96.4
4.0,0.0,1.0,-1.0,0.0,0.0,170.0,74.0,41324.0,85.9,18.6,41.0,19.5,89.7,9.5,4.0
,,,1.0,0.0,,68.0,,139312.0,94.5,66.8,39.2,11.6,49.0,7.1,9.7
,,,,,,,,55391.0,96.4,29.5,45.8,23.1,93.7,1.1,1.1
1.0,1.0,-1.0,-1.0,0.0,-1.0,150.0,119.0,76489.0,85.2,33.6,39.5,14.9,75.5,7.7,16.4
3.0,0.0,1.0,-1.0,0.0,-1.0,165.0,164.0,90911.0,89.0,35.5,40.8,17.1,81.4,2.0,20.9
2.0,0.0,-1.0,,0.0,1.0,96.0,60.0,51795.0,85.8,18.7,37.9,17.0,77.4,20.8,9.9
,0.0,1.0,,,,,,41897.0,95.9,10.4,42.5,31.1,88.3,0.0,11.6
2.0,-1.0,0.0,-1.0,0.0,-1.0,186.0,164.0,70151.0,91.7,27.9,41.0,16.9,76.0,18.9,7.6
3.0,0.0,1.0,,,,,54.0,49896.0,83.3,23.8,35.8,17.1,94.8,0.7,29.7
,,,,,0.0,109.0,16.0,53542.0,96.3,19.9,58.2,28.2,100.0,0.5,0.0
4.0,0.0,1.0,0.0,0.0,1.0,137.0,54.0,38731.0,82.9,18.2,42.5,21.7,97.7,4.7,1.0
2.0,1.0,1.0,-1.0,0.0,-1.0,170.0,122.0,62758.0,93.7,52.0,34.4,15.3,72.4,13.4,7.7
4.0,1.0,-1.0,-1.0,0.0,-1.0,280.0,277.0,44135.0,70.3,13.9,34.9,11.9,33.1,34.6,59.4
5.0,0.0,1.0,1.0,0.0,0.0,104.0,66.0,62710.0,93.6,21.6,45.3,21.2,98.7,1.1,1.1
4.0,0.0,1.0,1.0,-1.0,0.0,148.0,150.0,50407.0,85.3,20.8,39.6,19.1,91.4,1.4,19.4
1.0,0.0,-1.0,-1.0,0.0,-1.0,232.0,204.0,27106.0,64.5,12.8,30.9,9.0,12.4,44.8,61.5
3.0,0.0,1.0,,,1.0,116.0,25.0,35821.0,78.0,14.0,36.8,15.4,55.5,39.6,6.0
3.0,0.0,-1.0,-1.0,0.0,-1.0,156.0,303.0,35680.0,87.4,15.4,36.0,10.8,2.4,92.9,4.9
4.0,0.0,1.0,-1.0,0.0,0.0,138.0,148.0,88765.0,84.4,34.5,41.9,18.1,81.1,1.1,35.3
,,,,,,,,30222.0,89.5,24.7,37.7,14.3,5.0,94.3,2.6
5.0,0.0,1.0,0.0,0.0,1.0,131.0,70.0,41708.0,83.6,15.4,42.0,19.7,94.3,5.7,0.5
3.0,0.0,0.0,-1.0,0.0,1.0,124.0,60.0,42243.0,83.9,20.3,41.0,16.8,67.6,32.0,2.3
4.0,0.0,0.0,1.0,0.0,,108.0,102.0,65541.0,91.2,18.6,36.9,13.0,96.3,3.5,1.6
2.0,0.0,1.0,-1.0,0.0,-1.0,244.0,234.0,57223.0,75.4,24.2,30.5,8.8,76.2,1.9,59.3
,,,,,0.0,134.0,0.0,95847.0,98.8,33.5,37.9,10.9,94.6,0.1,4.7
3.0,0.0,1.0,0.0,0.0,-1.0,180.0,118.0,,53.8,0.0,88.6,81.5,92.6,7.4,0.0
,,,,,,,,53534.0,91.7,67.7,30.7,11.1,62.9,9.5,5.1
2.0,-1.0,1.0,-1.0,0.0,0.0,167.0,83.0,41703.0,84.3,21.9,39.2,17.8,51.5,46.9,4.2
4.0,-1.0,1.0,1.0,-1.0,0.0,197.0,102.0,44690.0,89.0,27.2,38.8,17.8,83.1,7.0,9.2
1.0,-1.0,-1.0,-1.0,0.0,0.0,150.0,162.0,40796.0,87.1,19.7,41.9,18.9,37.3,61.3,1.1
4.0,0.0,1.0,,0.0,1.0,88.0,81.0,41042.0,78.6,20.5,41.3,20.0,74.4,24.7,0.6
2.0,0.0,-1.0,-1.0,0.0,-1.0,169.0,117.0,21665.0,70.2,7.3,33.0,11.6,20.7,59.2,41.7
2.0,-1.0,1.0,-1.0,0.0,-1.0,250.0,128.0,39085.0,87.8,30.9,35.8,14.7,79.7,7.4,36.8
3.0,0.0,-1.0,0.0,1.0,1.0,68.0,128.0,40173.0,85.3,14.7,41.1,19.0,67.4,31.9,3.7
,,,,,,,,80073.0,95.0,44.5,48.4,22.1,91.8,1.9,5.2
3.0,0.0,1.0,-1.0,0.0,-1.0,122.0,150.0,89022.0,93.0,32.6,41.4,12.4,78.0,14.9,17.7
3.0,0.0,1.0,-1.0,0.0,1.0,124.0,54.0,64136.0,93.7,27.4,33.7,14.2,94.1,1.6,10.8
4.0,,0.0,1.0,0.0,1.0,91.0,72.0,82218.0,92.4,26.5,37.0,11.1,78.6,17.5,3.7
4.0,0.0,1.0,-1.0,0.0,0.0,148.0,96.0,35597.0,63.9,21.9,30.8,6.8,58.5,4.6,65.5
,,,,,,,,63489.0,91.4,37.8,35.2,15.1,88.6,6.7,14.9
2.0,0.0,-1.0,-1.0,0.0,0.0,171.0,74.0,37749.0,87.1,22.2,42.2,19.1,74.8,22.8,11.6
1.0,0.0,-1.0,-1.0,-1.0,-1.0,251.0,120.0,41300.0,84.4,34.8,31.6,9.1,29.3,61.9,12.3
,,,,,1.0,128.0,20.0,51326.0,90.5,19.1,55.2,32.0,98.4,1.0,2.0
1.0,-1.0,-1.0,-1.0,0.0,-1.0,187.0,306.0,48062.0,81.6,20.0,37.1,17.1,72.3,10.2,44.7
,,,,,,132.0,,38994.0,82.6,15.6,46.4,22.1,97.7,1.7,2.2
2.0,0.0,-1.0,,,1.0,66.0,38.0,53444.0,88.0,27.4,50.6,24.8,97.3,2.2,3.5
4.0,-1.0,1.0,0.0,-1.0,0.0,189.0,115.0,47919.0,90.5,45.4,34.0,15.5,58.7,33.2,12.8
,,0.0,,,,,,56046.0,94.1,23.9,46.0,24.1,97.7,1.8,4.2
5.0,1.0,1.0,0.0,0.0,0.0,156.0,110.0,98683.0,96.1,55.7,37.1,13.0,79.8,2.5,8.4
3.0,0.0,1.0,0.0,0.0,0.0,135.0,108.0,53222.0,92.7,26.1,43.9,19.6,98.4,1.8,1.9
3.0,1.0,-1.0,-1.0,0.0,-1.0,164.0,132.0,63381.0,89.9,26.7,40.2,15.7,90.6,8.8,11.3
3.0,-1.0,1.0,-1.0,0.0,0.0,167.0,70.0,38766.0,79.4,19.7,41.4,19.7,60.5,40.1,1.9
5.0,0.0,1.0,-1.0,0.0,-1.0,176.0,100.0,110102.0,95.3,66.6,40.0,15.3,58.2,14.6,9.5
4.0,0.0,1.0,1.0,0.0,0.0,151.0,64.0,106492.0,97.4,65.3,37.5,11.8,84.4,4.2,3.8
3.0,0.0,1.0,0.0,-1.0,-1.0,154.0,87.0,35486.0,74.9,13.9,39.2,17.0,62.6,29.8,23.2
1.0,-1.0,-1.0,1.0,0.0,-1.0,158.0,151.0,53695.0,92.2,37.4,41.5,19.1,88.2,9.9,6.7
1.0,-1.0,-1.0,-1.0,0.0,-1.0,228.0,150.0,46813.0,89.4,28.2,40.2,16.4,85.9,12.7,5.9
4.0,-1.0,1.0,1.0,1.0,1.0,131.0,57.0,54232.0,92.0,29.3,38.7,15.8,93.8,3.6,6.3
5.0,0.0,1.0,0.0,0.0,1.0,119.0,43.0,49530.0,90.9,30.5,41.3,17.8,93.3,2.6,4.5
3.0,0.0,1.0,-1.0,0.0,0.0,124.0,82.0,42757.0,73.5,11.2,37.6,15.7,49.2,3.5,73.3
,,,,,0.0,146.0,67.0,24578.0,82.6,13.2,34.5,15.5,53.5,45.6,3.4
3.0,0.0,0.0,-1.0,0.0,-1.0,189.0,184.0,66983.0,93.5,37.5,34.3,11.9,68.1,19.2,26.3
,,,,,,,,37151.0,69.3,16.4,33.3,19.1,95.6,1.2,41.6
4.0,0.0,1.0,0.0,0.0,-1.0,242.0,196.0,60042.0,74.7,24.1,32.4,10.3,78.6,3.1,57.9
3.0,0.0,0.0,-1.0,0.0,1.0,99.0,49.0,31623.0,79.9,11.3,37.4,15.1,52.2,40.0,0.9
2.0,0.0,-1.0,-1.0,0.0,-1.0,141.0,236.0,56219.0,93.8,40.5,44.8,20.8,92.6,5.6,3.8
,0.0,-1.0,,,,,,39161.0,82.2,16.2,42.7,22.1,85.5,1.1,4.9
3.0,0.0,-1.0,1.0,,1.0,120.0,36.0,52846.0,92.4,27.3,44.2,19.1,96.7,1.5,7.0
,,0.0,,,0.0,125.0,44.0,54479.0,85.0,14.3,38.7,14.7,91.0,2.0,30.9
4.0,1.0,-1.0,-1.0,1.0,0.0,110.0,144.0,57784.0,83.9,35.4,29.9,9.6,88.5,2.2,85.8
4.0,0.0,1.0,1.0,0.0,1.0,124.0,58.0,63362.0,95.4,39.3,33.1,15.8,88.4,5.3,29.1
4.0,-1.0,1.0,0.0,-1.0,0.0,216.0,113.0,34404.0,90.3,38.8,33.1,11.2,85.0,3.9,3.4
3.0,0.0,1.0,0.0,0.0,1.0,92.0,71.0,60354.0,93.5,34.9,35.4,17.1,96.1,4.3,1.9
3.0,-1.0,1.0,0.0,0.0,0.0,173.0,62.0,43203.0,93.3,12.4,37.0,16.3,94.6,2.9,4.5
,0.0,0.0,,,,92.0,60.0,57237.0,89.5,23.2,48.5,24.2,98.7,0.6,0.8
1.0,1.0,-1.0,-1.0,0.0,-1.0,195.0,312.0,58819.0,87.8,18.6,35.4,15.5,84.1,11.9,33.5
2.0,0.0,-1.0,-1.0,0.0,0.0,129.0,66.0,40823.0,82.7,14.6,41.1,17.3,68.1,31.0,5.2
4.0,0.0,1.0,0.0,0.0,0.0,155.0,102.0,61231.0,79.8,23.5,35.0,12.1,66.4,15.4,39.7
4.0,0.0,0.0,1.0,,,104.0,47.0,52854.0,92.7,24.0,42.5,21.4,91.1,2.2,7.5
2.0,0.0,1.0,-1.0,-1.0,0.0,107.0,84.0,43129.0,52.0,7.5,26.8,9.6,89.3,0.7,80.7
5.0,0.0,-1.0,1.0,0.0,0.0,139.0,104.0,82346.0,93.3,35.4,47.9,24.5,86.1,8.2,9.5
,,,,,0.0,107.0,35.0,31845.0,82.2,12.3,39.4,17.8,63.4,32.7,9.0
4.0,0.0,-1.0,0.0,0.0,1.0,98.0,107.0,49822.0,87.5,22.8,38.5,16.5,79.7,10.5,7.9
3.0,0.0,1.0,0.0,0.0,1.0,106.0,48.0,48132.0,81.9,19.7,39.6,19.9,83.8,17.2,1.3
4.0,0.0,1.0,1.0,0.0,0.0,143.0,73.0,58998.0,91.7,31.1,39.0,16.7,91.1,2.1,13.2
3.0,0.0,0.0,,0.0,0.0,141.0,68.0,49613.0,90.2,16.4,44.1,21.1,98.2,1.2,1.7
1.0,0.0,-1.0,-1.0,0.0,-1.0,258.0,328.0,55414.0,92.7,53.7,33.9,10.3,63.6,32.0,3.8
5.0,1.0,0.0,1.0,0.0,0.0,166.0,92.0,79125.0,95.4,53.1,42.0,18.1,94.2,3.8,6.1
3.0,0.0,1.0,-1.0,0.0,-1.0,142.0,153.0,46282.0,80.6,13.9,38.1,16.2,82.9,4.7,18.7
3.0,0.0,0.0,,,1.0,62.0,8.0,64310.0,89.6,23.5,46.0,23.2,96.1,1.0,4.0
5.0,0.0,0.0,1.0,0.0,1.0,102.0,54.0,50372.0,90.2,18.1,44.2,20.6,97.2,1.3,2.3
2.0,0.0,1.0,-1.0,0.0,-1.0,173.0,158.0,29745.0,79.9,15.0,37.2,16.3,44.2,51.9,8.8
,,,,,1.0,76.0,12.0,40167.0,92.1,20.0,43.2,22.9,96.2,1.6,7.0
,,,,,,,,53274.0,94.5,34.0,42.5,21.4,83.7,9.7,7.8
2.0,0.0,-1.0,-1.0,0.0,0.0,156.0,103.0,72318.0,94.1,31.9,37.2,12.7,79.5,13.1,15.0
5.0,0.0,1.0,1.0,0.0,1.0,139.0,91.0,83859.0,92.5,48.8,43.4,18.1,91.6,4.9,13.9
,,,,,,,,64688.0,91.3,24.3,43.9,20.0,97.0,2.0,0.7
2.0,0.0,-1.0,-1.0,0.0,0.0,161.0,178.0,89769.0,89.8,50.8,40.5,14.9,57.5,10.3,12.6
3.0,0.0,0.0,-1.0,0.0,-1.0,156.0,134.0,64159.0,93.5,26.9,44.1,22.9,42.6,1.5,7.3
3.0,,0.0,,0.0,1.0,102.0,30.0,47446.0,89.9,21.4,40.2,19.3,95.1,1.8,13.1
4.0,0.0,0.0,1.0,,0.0,120.0,62.0,60852.0,90.7,22.1,41.7,17.1,96.5,1.5,4.8
4.0,,-1.0,1.0,0.0,0.0,160.0,78.0,111774.0,97.1,71.6,47.5,23.2,81.3,8.3,4.2
3.0,0.0,-1.0,0.0,0.0,-1.0,248.0,269.0,35359.0,77.3,24.8,35.9,15.9,64.2,24.1,9.3
,,,,,,,,36155.0,77.8,10.8,40.9,19.2,46.4,55.6,4.3
3.0,0.0,0.0,1.0,0.0,1.0,129.0,56.0,68611.0,96.4,35.3,46.5,21.8,97.1,0.7,4.8
3.0,0.0,0.0,0.0,0.0,0.0,136.0,85.0,43540.0,86.4,18.0,39.1,16.1,95.2,4.7,3.2
5.0,1.0,1.0,0.0,1.0,0.0,137.0,65.0,80676.0,92.0,52.3,36.2,11.0,59.2,31.9,17.1
4.0,0.0,1.0,0.0,0.0,-1.0,143.0,108.0,92361.0,91.6,51.6,44.4,20.3,68.5,11.5,4.2
1.0,1.0,-1.0,-1.0,-1.0,-1.0,278.0,368.0,88463.0,82.8,59.0,32.3,6.9,51.3,27.7,29.3
3.0,,,0.0,0.0,1.0,80.0,47.0,35852.0,70.3,11.7,30.0,11.8,80.8,10.3,63.1
,,,,,,117.0,1.0,35577.0,84.5,8.6,47.6,21.0,97.2,3.2,4.9
4.0,0.0,1.0,,0.0,1.0,85.0,43.0,42880.0,85.9,15.2,38.1,16.1,78.1,5.0,5.8
4.0,1.0,-1.0,0.0,0.0,-1.0,201.0,251.0,67608.0,87.6,18.2,36.8,12.9,50.7,38.1,10.6
2.0,0.0,-1.0,-1.0,0.0,1.0,115.0,55.0,37151.0,68.0,10.4,36.3,12.1,82.1,15.6,35.7
,,,,,,,,78880.0,94.1,43.0,33.4,10.7,68.7,10.4,20.6
4.0,0.0,1.0,1.0,0.0,0.0,162.0,106.0,56208.0,98.1,61.1,31.0,12.7,95.8,1.7,3.1
4.0,0.0,1.0,-1.0,-1.0,0.0,133.0,142.0,62333.0,94.3,35.3,37.3,15.7,93.7,3.9,7.2
4.0,0.0,-1.0,1.0,,1.0,104.0,66.0,57646.0,93.4,18.7,41.3,19.3,96.7,1.6,8.5
,,,,,,,,72381.0,97.4,58.0,36.4,17.4,88.1,5.0,4.4
4.0,0.0,0.0,,0.0,1.0,116.0,80.0,38370.0,81.9,13.3,43.6,19.9,63.5,37.5,2.0
4.0,0.0,1.0,0.0,0.0,0.0,105.0,64.0,38755.0,85.8,24.7,41.8,18.0,84.5,14.0,5.0
,0.0,1.0,,,,,,40211.0,81.7,16.4,43.4,18.6,59.8,33.7,8.8
4.0,0.0,-1.0,1.0,0.0,1.0,138.0,53.0,35201.0,74.4,15.8,45.0,20.4,93.5,4.0,0.3
4.0,,,1.0,0.0,,,52.0,68272.0,78.3,26.0,34.4,10.0,69.1,3.6,58.1
3.0,0.0,1.0,-1.0,0.0,-1.0,208.0,173.0,44597.0,71.8,22.6,32.1,9.1,46.4,32.3,37.8
2.0,0.0,-1.0,0.0,0.0,0.0,132.0,126.0,32917.0,80.9,10.7,36.6,16.3,66.7,33.5,2.3
4.0,1.0,1.0,1.0,0.0,-1.0,120.0,139.0,47898.0,96.1,77.4,28.8,1.3,78.9,4.2,8.2
4.0,0.0,1.0,1.0,0.0,1.0,171.0,62.0,79595.0,95.9,55.9,39.4,12.8,93.5,2.0,13.8
4.0,0.0,1.0,1.0,0.0,0.0,142.0,156.0,59017.0,93.2,37.6,38.6,16.9,88.1,10.6,3.3
,,,,,,82.0,,47401.0,83.7,11.6,36.7,15.9,60.3,38.1,0.0
2.0,0.0,-1.0,0.0,0.0,0.0,146.0,133.0,59863.0,89.2,28.5,42.9,18.1,79.7,15.4,9.7
5.0,0.0,1.0,1.0,0.0,0.0,148.0,57.0,52694.0,88.9,23.4,43.8,22.8,97.5,2.8,3.6
4.0,,0.0,1.0,0.0,1.0,143.0,46.0,54336.0,90.2,23.7,43.0,19.8,97.9,1.0,3.6
3.0,0.0,1.0,1.0,-1.0,-1.0,220.0,144.0,39670.0,79.7,14.4,33.6,10.9,83.0,3.2,35.0
5.0,0.0,1.0,1.0,0.0,1.0,107.0,31.0,73115.0,95.6,26.1,37.5,12.3,98.4,1.6,1.6
2.0,1.0,-1.0,-1.0,1.0,0.0,129.0,82.0,57868.0,92.4,32.7,36.3,13.2,73.9,19.6,25.5
5.0,,,1.0,0.0,,90.0,,84199.0,94.5,36.7,33.8,11.6,88.3,3.8,53.6
3.0,0.0,0.0,,-1.0,0.0,178.0,82.0,38350.0,88.2,15.4,43.8,21.4,71.7,26.0,1.1
,,,,,,,,32868.0,76.7,31.5,39.2,17.8,80.0,4.0,77.4
2.0,1.0,-1.0,-1.0,0.0,-1.0,136.0,117.0,30015.0,79.1,10.7,36.2,14.0,18.4,73.6,21.4
,,,,,,,,40180.0,78.1,10.4,37.3,15.1,78.4,25.1,2.4
4.0,0.0,1.0,0.0,0.0,0.0,170.0,156.0,63690.0,95.4,39.8,35.2,14.9,87.2,5.0,4.0
2.0,0.0,-1.0,0.0,0.0,1.0,106.0,72.0,49990.0,91.5,17.5,41.2,17.7,94.2,5.5,3.7
,,,,0.0,0.0,91.0,35.0,51250.0,84.8,20.5,39.1,17.8,93.8,0.6,10.8
,,,,,0.0,74.0,195.0,41960.0,85.1,15.3,43.4,18.0,86.2,12.8,1.6
3.0,0.0,1.0,0.0,0.0,-1.0,231.0,179.0,56073.0,85.1,21.7,40.6,15.9,85.1,7.5,23.0
,,,,,,,,104167.0,93.0,63.4,35.2,10.2,87.9,3.7,27.0
2.0,0.0,-1.0,,,1.0,102.0,43.0,35326.0,74.5,12.6,37.9,17.8,48.5,48.1,9.6
4.0,0.0,-1.0,1.0,0.0,1.0,114.0,43.0,38778.0,83.5,15.5,43.3,20.2,81.1,17.7,5.0
4.0,1.0,1.0,-1.0,0.0,-1.0,144.0,212.0,56647.0,93.5,30.1,49.5,26.1,93.3,2.3,6.1
4.0,0.0,0.0,0.0,0.0,0.0,130.0,53.0,59946.0,90.9,27.5,39.1,14.8,82.4,15.3,7.3
